"Folder Name","Folder Path","File name","Download Link","Preview Link","File Size","Created At","Image Link"
"SAMANTHA PHOTOSHOOT 08.08.23","Shared with me > SAMANTHA PHOTOSHOOT 08.08.23","DSC_0099-37.jpg","https://drive.google.com/uc?id=1-hREAANBywQE_kbojTfEM4KUqXU6SDDC&export=download","https://drive.google.com/uc?id=1-hREAANBywQE_kbojTfEM4KUqXU6SDDC&export=view","7.65 MB","August 13, 2023 at 9:13:50 PM",""
"SAMANTHA PHOTOSHOOT 08.08.23","Shared with me > SAMANTHA PHOTOSHOOT 08.08.23","DSC_0098-36.jpg","https://drive.google.com/uc?id=10Mnk1mygbMu049pc14MxNx6Y3ITeJX5o&export=download","https://drive.google.com/uc?id=10Mnk1mygbMu049pc14MxNx6Y3ITeJX5o&export=view","7.29 MB","August 13, 2023 at 9:13:45 PM",""
"SAMANTHA PHOTOSHOOT 08.08.23","Shared with me > SAMANTHA PHOTOSHOOT 08.08.23","DSC_0094-35.jpg","https://drive.google.com/uc?id=1FwPbUyxIXLOb_olRL9K-KDP_58lxsTj8&export=download","https://drive.google.com/uc?id=1FwPbUyxIXLOb_olRL9K-KDP_58lxsTj8&export=view","7.55 MB","August 13, 2023 at 9:13:40 PM",""
"SAMANTHA PHOTOSHOOT 08.08.23","Shared with me > SAMANTHA PHOTOSHOOT 08.08.23","DSC_0093-34.jpg","https://drive.google.com/uc?id=17wgtadd-bsf9C80GVVW5t5ZRi54VJFzx&export=download","https://drive.google.com/uc?id=17wgtadd-bsf9C80GVVW5t5ZRi54VJFzx&export=view","6.87 MB","August 13, 2023 at 9:13:36 PM",""
"SAMANTHA PHOTOSHOOT 08.08.23","Shared with me > SAMANTHA PHOTOSHOOT 08.08.23","DSC_0084-32.jpg","https://drive.google.com/uc?id=1pD1smmwtsp6B3ZQCTfU6S05NTkYhRU6R&export=download","https://drive.google.com/uc?id=1pD1smmwtsp6B3ZQCTfU6S05NTkYhRU6R&export=view","6.18 MB","August 13, 2023 at 9:13:26 PM",""
"SAMANTHA PHOTOSHOOT 08.08.23","Shared with me > SAMANTHA PHOTOSHOOT 08.08.23","DSC_0088-33.jpg","https://drive.google.com/uc?id=1UVfdvpbQyk3pUCUPIYKDB2tdiiROBXBl&export=download","https://drive.google.com/uc?id=1UVfdvpbQyk3pUCUPIYKDB2tdiiROBXBl&export=view","6.71 MB","August 13, 2023 at 9:13:31 PM",""
"SAMANTHA PHOTOSHOOT 08.08.23","Shared with me > SAMANTHA PHOTOSHOOT 08.08.23","DSC_0081-31.jpg","https://drive.google.com/uc?id=1jl2knGFvehZofTzjEfSFX2Hmypz-il0o&export=download","https://drive.google.com/uc?id=1jl2knGFvehZofTzjEfSFX2Hmypz-il0o&export=view","5.85 MB","August 13, 2023 at 9:13:22 PM",""
"SAMANTHA PHOTOSHOOT 08.08.23","Shared with me > SAMANTHA PHOTOSHOOT 08.08.23","DSC_0080-30.jpg","https://drive.google.com/uc?id=1F7S6sunaW0NEhGXaLD3Pnpstx2m7X6qJ&export=download","https://drive.google.com/uc?id=1F7S6sunaW0NEhGXaLD3Pnpstx2m7X6qJ&export=view","6.78 MB","August 13, 2023 at 9:13:16 PM",""
"SAMANTHA PHOTOSHOOT 08.08.23","Shared with me > SAMANTHA PHOTOSHOOT 08.08.23","DSC_0077-29.jpg","https://drive.google.com/uc?id=1QRbvLsBcvsVCozCDpZd_tq5jpBzUlPYu&export=download","https://drive.google.com/uc?id=1QRbvLsBcvsVCozCDpZd_tq5jpBzUlPYu&export=view","6.61 MB","August 13, 2023 at 9:13:12 PM",""
"SAMANTHA PHOTOSHOOT 08.08.23","Shared with me > SAMANTHA PHOTOSHOOT 08.08.23","DSC_0073-27.jpg","https://drive.google.com/uc?id=1dCWDn6BKpuIFcjet6jfwqm_X6Ed3cEfF&export=download","https://drive.google.com/uc?id=1dCWDn6BKpuIFcjet6jfwqm_X6Ed3cEfF&export=view","6.02 MB","August 13, 2023 at 9:13:02 PM",""
"SAMANTHA PHOTOSHOOT 08.08.23","Shared with me > SAMANTHA PHOTOSHOOT 08.08.23","DSC_0075-28.jpg","https://drive.google.com/uc?id=1C8mNyjgbTjX-lhySFdY-Drtwe7wbM1dl&export=download","https://drive.google.com/uc?id=1C8mNyjgbTjX-lhySFdY-Drtwe7wbM1dl&export=view","11.2 MB","August 13, 2023 at 9:13:08 PM",""
"SAMANTHA PHOTOSHOOT 08.08.23","Shared with me > SAMANTHA PHOTOSHOOT 08.08.23","DSC_0072-26.jpg","https://drive.google.com/uc?id=1oGvRgN73gZKJEDlKFDUksuuw9abGlVkN&export=download","https://drive.google.com/uc?id=1oGvRgN73gZKJEDlKFDUksuuw9abGlVkN&export=view","5.84 MB","August 13, 2023 at 9:12:58 PM",""
"SAMANTHA PHOTOSHOOT 08.08.23","Shared with me > SAMANTHA PHOTOSHOOT 08.08.23","DSC_0064-24.jpg","https://drive.google.com/uc?id=10-EfYvlkxh2fcBODvUu1YKZOrn5W-KLx&export=download","https://drive.google.com/uc?id=10-EfYvlkxh2fcBODvUu1YKZOrn5W-KLx&export=view","6.77 MB","August 13, 2023 at 9:12:46 PM",""
"SAMANTHA PHOTOSHOOT 08.08.23","Shared with me > SAMANTHA PHOTOSHOOT 08.08.23","DSC_0071-25.jpg","https://drive.google.com/uc?id=1WOj4_OAU0JwboQ27wehuk87SNd1kjEi-&export=download","https://drive.google.com/uc?id=1WOj4_OAU0JwboQ27wehuk87SNd1kjEi-&export=view","6.92 MB","August 13, 2023 at 9:12:51 PM",""
"SAMANTHA PHOTOSHOOT 08.08.23","Shared with me > SAMANTHA PHOTOSHOOT 08.08.23","DSC_0063-23.jpg","https://drive.google.com/uc?id=1L8idNlhB_7MzTtfxRaaNDVHGeXdZvNro&export=download","https://drive.google.com/uc?id=1L8idNlhB_7MzTtfxRaaNDVHGeXdZvNro&export=view","7.28 MB","August 13, 2023 at 9:12:41 PM",""
